Date,Stock,Price
2020-12-03,AAPL,119.56436157226562
2020-12-04,AAPL,118.89329528808594
2020-12-07,AAPL,120.35209655761719
2020-12-08,AAPL,120.96482849121094
2020-12-09,AAPL,118.43620300292969
2020-12-10,AAPL,119.85610961914062
2020-12-11,AAPL,119.04890441894531
2020-12-14,AAPL,118.43620300292969
2020-12-15,AAPL,124.36870574951172
2020-12-16,AAPL,124.30062866210938
2020-12-17,AAPL,125.16617584228516
2020-12-18,AAPL,123.18218994140625
2020-12-21,AAPL,124.7090835571289
2020-12-22,AAPL,128.25888061523438
2020-12-23,AAPL,127.36410522460938
2020-12-24,AAPL,128.34640502929688
2020-12-28,AAPL,132.93678283691406
2020-12-29,AAPL,131.16677856445312
2020-12-30,AAPL,130.0483856201172
2020-12-31,AAPL,129.0466766357422
2021-01-04,AAPL,125.85672760009766
2021-01-05,AAPL,127.41275787353516
2021-01-06,AAPL,123.12385559082031
2021-01-07,AAPL,127.32523345947266
2021-01-08,AAPL,128.42425537109375
2021-01-11,AAPL,125.4384994506836
2021-01-12,AAPL,125.26345825195312
2021-01-13,AAPL,127.2960433959961
2021-01-14,AAPL,125.37042236328125
2021-01-15,AAPL,123.6490249633789
2021-01-19,AAPL,124.32008361816406
2021-01-20,AAPL,128.4047393798828
2021-01-21,AAPL,133.11187744140625
2021-01-22,AAPL,135.25146484375
2021-01-25,AAPL,138.99575805664062
2021-01-26,AAPL,139.2291717529297
2021-01-27,AAPL,138.15933227539062
2021-01-28,AAPL,133.3258056640625
2021-01-29,AAPL,128.33665466308594
2021-02-01,AAPL,130.45681762695312
2021-02-02,AAPL,131.28350830078125
2021-02-03,AAPL,130.2623291015625
2021-02-04,AAPL,133.6175994873047
2021-02-05,AAPL,133.20361328125
2021-02-08,AAPL,133.34971618652344
2021-02-09,AAPL,132.47314453125
2021-02-10,AAPL,131.8692626953125
2021-02-11,AAPL,131.61599731445312
2021-02-12,AAPL,131.8497772216797
2021-02-16,AAPL,129.7264862060547
2021-02-17,AAPL,127.43758392333984
2021-02-18,AAPL,126.33695983886719
2021-02-19,AAPL,126.4928207397461
2021-02-22,AAPL,122.72343444824219
2021-02-23,AAPL,122.58708190917969
2021-02-24,AAPL,122.0903549194336
2021-02-25,AAPL,117.84371185302734
2021-02-26,AAPL,118.106689453125
2021-03-01,AAPL,124.46690368652344
2021-03-02,AAPL,121.86632537841797
2021-03-03,AAPL,118.88591003417969
2021-03-04,AAPL,117.00607299804688
2021-03-05,AAPL,118.26254272460938
2021-03-08,AAPL,113.3341293334961
2021-03-09,AAPL,117.94112396240234
2021-03-10,AAPL,116.85999298095703
2021-03-11,AAPL,118.78850555419922
2021-03-12,AAPL,117.88267517089844
2021-03-15,AAPL,120.76570892333984
2021-03-16,AAPL,122.30463409423828
2021-03-17,AAPL,121.51568603515625
2021-03-18,AAPL,117.39568328857422
2021-03-19,AAPL,116.86972045898438
2021-03-22,AAPL,120.18132019042969
2021-03-23,AAPL,119.35342407226562
2021-03-24,AAPL,116.96712493896484
2021-03-25,AAPL,117.45411682128906
2021-03-26,AAPL,118.05801391601562
2021-03-29,AAPL,118.23333740234375
2021-03-30,AAPL,116.78206634521484
2021-03-31,AAPL,118.97356414794922
2021-04-01,AAPL,119.80146026611328
2021-04-05,AAPL,122.62603759765625
2021-04-06,AAPL,122.927978515625
2021-04-07,AAPL,124.57402038574219
2021-04-08,AAPL,126.97005462646484
2021-04-09,AAPL,129.54141235351562
2021-04-12,AAPL,127.82720184326172
2021-04-13,AAPL,130.93423461914062
2021-04-14,AAPL,128.59664916992188
2021-04-15,AAPL,131.0023956298828
2021-04-16,AAPL,130.67124938964844
2021-04-19,AAPL,131.3335723876953
2021-04-20,AAPL,129.6485595703125
2021-04-21,AAPL,130.0283966064453
2021-04-22,AAPL,128.50897216796875
2021-04-23,AAPL,130.8270721435547
2021-04-26,AAPL,131.21670532226562
2021-04-27,AAPL,130.895263671875
2021-04-28,AAPL,130.10633850097656
2021-04-29,AAPL,130.0089111328125
2021-04-30,AAPL,128.0414581298828
2021-05-03,AAPL,129.0933837890625
2021-05-04,AAPL,124.52533721923828
2021-05-05,AAPL,124.76884460449219
2021-05-06,AAPL,126.36618041992188
2021-05-07,AAPL,127.03936767578125
2021-05-10,AAPL,123.76119995117188
2021-05-11,AAPL,122.84408569335938
2021-05-12,AAPL,119.7805404663086
2021-05-13,AAPL,121.92697143554688
2021-05-14,AAPL,124.34659576416016
2021-05-17,AAPL,123.1953125
2021-05-18,AAPL,121.80989074707031
2021-05-19,AAPL,121.65381622314453
2021-05-20,AAPL,124.2099838256836
2021-05-21,AAPL,122.37577056884766
2021-05-24,AAPL,124.0051040649414
2021-05-25,AAPL,123.80998992919922
2021-05-26,AAPL,123.76119995117188
2021-05-27,AAPL,122.22943115234375
2021-05-28,AAPL,121.57573699951172
2021-06-01,AAPL,121.25377655029297
2021-06-02,AAPL,122.01476287841797
2021-06-03,AAPL,120.53179931640625
2021-06-04,AAPL,122.8245620727539
2021-06-07,AAPL,122.83433532714844
2021-06-08,AAPL,123.65387725830078
2021-06-09,AAPL,124.03439331054688
2021-06-10,AAPL,123.03921508789062
2021-06-11,AAPL,124.24901580810547
2021-06-14,AAPL,127.3028335571289
2021-06-15,AAPL,126.48326110839844
2021-06-16,AAPL,126.98085021972656
2021-06-17,AAPL,128.5808868408203
2021-06-18,AAPL,127.2833023071289
2021-06-21,AAPL,129.0784912109375
2021-06-22,AAPL,130.7176055908203
2021-06-23,AAPL,130.4444122314453
2021-06-24,AAPL,130.1614532470703
2021-06-25,AAPL,129.86878967285156
2021-06-28,AAPL,131.49807739257812
2021-06-29,AAPL,133.01034545898438
2021-06-30,AAPL,133.62501525878906
2021-07-01,AAPL,133.92747497558594
2021-07-02,AAPL,136.55197143554688
2021-07-06,AAPL,138.5618133544922
2021-07-07,AAPL,141.0497283935547
2021-07-08,AAPL,139.75213623046875
2021-07-09,AAPL,141.57656860351562
2021-07-12,AAPL,140.9814453125
2021-07-13,AAPL,142.09368896484375
2021-07-14,AAPL,145.5181884765625
2021-07-15,AAPL,144.86451721191406
2021-07-16,AAPL,142.82537841796875
2021-07-19,AAPL,138.9813690185547
2021-07-20,AAPL,142.59124755859375
2021-07-21,AAPL,141.85948181152344
2021-07-22,AAPL,143.2254180908203
2021-07-23,AAPL,144.94256591796875
2021-07-26,AAPL,145.36207580566406
2021-07-27,AAPL,143.1961669921875
2021-07-28,AAPL,141.44973754882812
2021-07-29,AAPL,142.09368896484375
2021-07-30,AAPL,142.30831909179688
2021-08-02,AAPL,141.9766082763672
2021-08-03,AAPL,143.77178955078125
2021-08-04,AAPL,143.37179565429688
2021-08-05,AAPL,143.4790802001953
2021-08-06,AAPL,142.79513549804688
2021-08-09,AAPL,142.74624633789062
2021-08-10,AAPL,142.26748657226562
2021-08-11,AAPL,142.52154541015625
2021-08-12,AAPL,145.48214721679688
2021-08-13,AAPL,145.68739318847656
2021-08-16,AAPL,147.66111755371094
2021-08-17,AAPL,146.7523956298828
2021-08-18,AAPL,143.01007080078125
2021-08-19,AAPL,143.34228515625
2021-08-20,AAPL,144.79820251464844
2021-08-23,AAPL,146.28343200683594
2021-08-24,AAPL,146.1954345703125
2021-08-25,AAPL,144.96429443359375
2021-08-26,AAPL,144.16307067871094
2021-08-27,AAPL,145.19882202148438
2021-08-30,AAPL,149.61532592773438
2021-08-31,AAPL,148.35487365722656
2021-09-01,AAPL,149.019287109375
2021-09-02,AAPL,150.1332244873047
2021-09-03,AAPL,150.7683563232422
2021-09-07,AAPL,153.10362243652344
2021-09-08,AAPL,151.559814453125
2021-09-09,AAPL,150.54360961914062
2021-09-10,AAPL,145.56036376953125
2021-09-13,AAPL,146.12709045410156
2021-09-14,AAPL,144.72979736328125
2021-09-15,AAPL,145.6189422607422
2021-09-16,AAPL,145.3844757080078
2021-09-17,AAPL,142.7169189453125
2021-09-20,AAPL,139.66836547851562
2021-09-21,AAPL,140.14712524414062
2021-09-22,AAPL,142.5117645263672
2021-09-23,AAPL,143.46929931640625
2021-09-24,AAPL,143.5572509765625
2021-09-27,AAPL,142.04270935058594
2021-09-28,AAPL,138.66192626953125
2021-09-29,AAPL,139.56085205078125
2021-09-30,AAPL,138.2613525390625
2021-10-01,AAPL,139.3849639892578
2021-10-04,AAPL,135.95529174804688
2021-10-05,AAPL,137.88023376464844
2021-10-06,AAPL,138.74986267089844
2021-10-07,AAPL,140.0103302001953
2021-10-08,AAPL,139.62924194335938
2021-10-11,AAPL,139.5413055419922
2021-10-12,AAPL,138.27110290527344
2021-10-13,AAPL,137.68479919433594
2021-10-14,AAPL,140.46961975097656
2021-10-15,AAPL,141.52488708496094
2021-10-18,AAPL,143.19573974609375
2021-10-19,AAPL,145.3551483154297
2021-10-20,AAPL,145.8437042236328
2021-10-21,AAPL,146.0586700439453
2021-10-22,AAPL,145.2867431640625
2021-10-25,AAPL,145.23788452148438
2021-10-26,AAPL,145.90231323242188
2021-10-27,AAPL,145.44308471679688
2021-10-28,AAPL,149.0779266357422
2021-10-29,AAPL,146.37132263183594
2021-11-01,AAPL,145.55056762695312
2021-11-02,AAPL,146.5863037109375
2021-11-03,AAPL,148.0226593017578
2021-11-04,AAPL,147.50479125976562
2021-11-05,AAPL,148.03317260742188
2021-11-08,AAPL,147.2112274169922
2021-11-09,AAPL,147.5732879638672
2021-11-10,AAPL,144.7452850341797
2021-11-11,AAPL,144.6963653564453
2021-11-12,AAPL,146.77088928222656
2021-11-15,AAPL,146.78070068359375
2021-11-16,AAPL,147.75918579101562
2021-11-17,AAPL,150.19577026367188
2021-11-18,AAPL,154.48178100585938
2021-11-19,AAPL,157.10426330566406
2021-11-22,AAPL,157.56417846679688
2021-11-23,AAPL,157.94581604003906
2021-11-24,AAPL,158.4644317626953
2021-11-26,AAPL,153.4445037841797
2021-11-29,AAPL,156.80091857910156
2021-11-30,AAPL,161.75228881835938
2021-12-01,AAPL,161.23367309570312
2021-12-02,AAPL,160.24534606933594
2021-12-03,AAPL,158.36656188964844
2021-12-06,AAPL,161.77188110351562
2021-12-07,AAPL,167.50607299804688
2021-12-08,AAPL,171.3223876953125
2021-12-09,AAPL,170.81353759765625
2021-12-10,AAPL,175.59860229492188
2021-12-13,AAPL,171.9682159423828
2021-12-14,AAPL,170.58848571777344
2021-12-15,AAPL,175.45181274414062
2021-12-16,AAPL,168.5629119873047
2021-12-17,AAPL,167.4669647216797
2021-12-20,AAPL,166.10679626464844
2021-12-21,AAPL,169.2772674560547
2021-12-22,AAPL,171.87039184570312
2021-12-23,AAPL,172.4966583251953
2021-12-27,AAPL,176.45970153808594
2021-12-28,AAPL,175.4420166015625
2021-12-29,AAPL,175.53013610839844
2021-12-30,AAPL,174.3754425048828
2021-12-31,AAPL,173.75897216796875
2022-01-03,AAPL,178.1036834716797
2022-01-04,AAPL,175.84324645996094
2022-01-05,AAPL,171.16583251953125
2022-01-06,AAPL,168.30848693847656
2022-01-07,AAPL,168.474853515625
2022-01-10,AAPL,168.4944610595703
2022-01-11,AAPL,171.3223876953125
2022-01-12,AAPL,171.76272583007812
2022-01-13,AAPL,168.4944610595703
2022-01-14,AAPL,169.3555450439453
2022-01-18,AAPL,166.15574645996094
2022-01-19,AAPL,162.66233825683594
2022-01-20,AAPL,160.979248046875
2022-01-21,AAPL,158.9243621826172
2022-01-24,AAPL,158.1512908935547
2022-01-25,AAPL,156.35076904296875
2022-01-26,AAPL,156.2626953125
2022-01-27,AAPL,155.80279541015625
2022-01-28,AAPL,166.67433166503906
2022-01-31,AAPL,171.02883911132812
2022-02-01,AAPL,170.8624725341797
2022-02-02,AAPL,172.06605529785156
2022-02-03,AAPL,169.1891632080078
2022-02-04,AAPL,168.90505981445312
2022-02-07,AAPL,168.18978881835938
2022-02-08,AAPL,171.2957305908203
2022-02-09,AAPL,172.71640014648438
2022-02-10,AAPL,168.64053344726562
2022-02-11,AAPL,165.23085021972656
2022-02-14,AAPL,165.4660186767578
2022-02-15,AAPL,169.29696655273438
2022-02-16,AAPL,169.0618438720703
2022-02-17,AAPL,165.4660186767578
2022-02-18,AAPL,163.91795349121094
2022-02-22,AAPL,160.99819946289062
2022-02-23,AAPL,156.83413696289062
2022-02-24,AAPL,159.4501495361328
2022-02-25,AAPL,161.51747131347656
2022-02-28,AAPL,161.78199768066406
2022-03-01,AAPL,159.90081787109375
2022-03-02,AAPL,163.19290161132812
2022-03-03,AAPL,162.86959838867188
2022-03-04,AAPL,159.87142944335938
2022-03-07,AAPL,156.07968139648438
2022-03-08,AAPL,154.25729370117188
2022-03-09,AAPL,159.65591430664062
2022-03-10,AAPL,155.31544494628906
2022-03-11,AAPL,151.60205078125
2022-03-14,AAPL,147.57516479492188
2022-03-15,AAPL,151.9547576904297
2022-03-16,AAPL,156.3638153076172
2022-03-17,AAPL,157.37295532226562
2022-03-18,AAPL,160.6650390625
2022-03-21,AAPL,162.03675842285156
2022-03-22,AAPL,165.40724182128906
2022-03-23,AAPL,166.7691192626953
2022-03-24,AAPL,170.55113220214844
2022-03-25,AAPL,171.18792724609375
2022-03-28,AAPL,172.0502166748047
2022-03-29,AAPL,175.34225463867188
2022-03-30,AAPL,174.17628479003906
2022-03-31,AAPL,171.0801544189453
2022-04-01,AAPL,170.78623962402344
2022-04-04,AAPL,174.83274841308594
2022-04-05,AAPL,171.52108764648438
2022-04-06,AAPL,168.35638427734375
2022-04-07,AAPL,168.6601104736328
2022-04-08,AAPL,166.65151977539062
2022-04-11,AAPL,162.39927673339844
2022-04-12,AAPL,164.27064514160156
2022-04-13,AAPL,166.9552764892578
2022-04-14,AAPL,161.9485626220703
2022-04-18,AAPL,161.73306274414062
2022-04-19,AAPL,164.01588439941406
2022-04-20,AAPL,163.849365234375
2022-04-21,AAPL,163.0557403564453
2022-04-22,AAPL,158.5193328857422
2022-04-25,AAPL,159.58729553222656
2022-04-26,AAPL,153.6302032470703
2022-04-27,AAPL,153.40489196777344
2022-04-28,AAPL,160.33193969726562
2022-04-29,AAPL,154.4630126953125
2022-05-02,AAPL,154.76675415039062
2022-05-03,AAPL,156.2560272216797
2022-05-04,AAPL,162.66383361816406
2022-05-05,AAPL,153.600830078125
2022-05-06,AAPL,154.32693481445312
2022-05-09,AAPL,149.2049102783203
2022-05-10,AAPL,151.6089324951172
2022-05-11,AAPL,143.74935913085938
2022-05-12,AAPL,139.88328552246094
2022-05-13,AAPL,144.347900390625
2022-05-16,AAPL,142.80735778808594
2022-05-17,AAPL,146.43788146972656
2022-05-18,AAPL,138.17599487304688
2022-05-19,AAPL,134.77113342285156
2022-05-20,AAPL,135.0066375732422
2022-05-23,AAPL,140.42298889160156
2022-05-24,AAPL,137.72463989257812
2022-05-25,AAPL,137.88162231445312
2022-05-26,AAPL,141.0803985595703
2022-05-27,AAPL,146.83035278320312
2022-05-31,AAPL,146.04539489746094
2022-06-01,AAPL,145.91786193847656
2022-06-02,AAPL,148.3708953857422
2022-06-03,AAPL,142.65036010742188
2022-06-06,AAPL,143.39608764648438
2022-06-07,AAPL,145.91786193847656
2022-06-08,AAPL,145.18194580078125
2022-06-09,AAPL,139.9617919921875
2022-06-10,AAPL,134.5552520751953
2022-06-13,AAPL,129.4038543701172
2022-06-14,AAPL,130.26727294921875
2022-06-15,AAPL,132.8871612548828
2022-06-16,AAPL,127.61798095703125
2022-06-17,AAPL,129.08987426757812
2022-06-21,AAPL,133.3189239501953
2022-06-22,AAPL,132.8086700439453
2022-06-23,AAPL,135.67385864257812
2022-06-24,AAPL,139.00021362304688
2022-06-27,AAPL,139.00021362304688
2022-06-28,AAPL,134.8594512939453
2022-06-29,AAPL,136.6158447265625
2022-06-30,AAPL,134.1529541015625
2022-07-01,AAPL,136.32142639160156
2022-07-05,AAPL,138.90208435058594
2022-07-06,AAPL,140.23655700683594
2022-07-07,AAPL,143.60215759277344
2022-07-08,AAPL,144.27919006347656
2022-07-11,AAPL,142.14991760253906
2022-07-12,AAPL,143.12136840820312
2022-07-13,AAPL,142.75827026367188
2022-07-14,AAPL,145.6823272705078
2022-07-15,AAPL,147.35044860839844
2022-07-18,AAPL,144.30865478515625
2022-07-19,AAPL,148.16481018066406
2022-07-20,AAPL,150.16651916503906
2022-07-21,AAPL,152.43316650390625
2022-07-22,AAPL,151.1968231201172
2022-07-25,AAPL,150.07823181152344
2022-07-26,AAPL,148.7535858154297
2022-07-27,AAPL,153.84613037109375
2022-07-28,AAPL,154.39564514160156
2022-07-29,AAPL,159.45872497558594
2022-08-01,AAPL,158.4774932861328
2022-08-02,AAPL,157.0056610107422
2022-08-03,AAPL,163.0107421875
2022-08-04,AAPL,162.69677734375
2022-08-05,AAPL,162.4707794189453
2022-08-08,AAPL,161.99911499023438
2022-08-09,AAPL,162.0482635498047
2022-08-10,AAPL,166.29302978515625
2022-08-11,AAPL,165.5561065673828
2022-08-12,AAPL,169.10324096679688
2022-08-15,AAPL,170.17425537109375
2022-08-16,AAPL,170.01702880859375
2022-08-17,AAPL,171.5105743408203
2022-08-18,AAPL,171.1175537109375
2022-08-19,AAPL,168.5333251953125
2022-08-22,AAPL,164.65211486816406
2022-08-23,AAPL,164.31802368164062
2022-08-24,AAPL,164.61280822753906
2022-08-25,AAPL,167.0692901611328
2022-08-26,AAPL,160.77088928222656
2022-08-29,AAPL,158.56993103027344
2022-08-30,AAPL,156.1428985595703
2022-08-31,AAPL,154.4823455810547
2022-09-01,AAPL,155.20945739746094
2022-09-02,AAPL,153.0968780517578
2022-09-06,AAPL,151.8391571044922
2022-09-07,AAPL,153.2443084716797
2022-09-08,AAPL,151.77040100097656
2022-09-09,AAPL,154.6297149658203
2022-09-12,AAPL,160.5841827392578
2022-09-13,AAPL,151.16116333007812
2022-09-14,AAPL,152.60557556152344
2022-09-15,AAPL,149.716796875
2022-09-16,AAPL,148.0758819580078
2022-09-19,AAPL,151.7900390625
2022-09-20,AAPL,154.1678924560547
2022-09-21,AAPL,151.0432891845703
2022-09-22,AAPL,150.08038330078125
2022-09-23,AAPL,147.810546875
2022-09-26,AAPL,148.14463806152344
2022-09-27,AAPL,149.11741638183594
2022-09-28,AAPL,147.23085021972656
2022-09-29,AAPL,139.99900817871094
2022-09-30,AAPL,135.7935333251953
2022-10-03,AAPL,139.96954345703125
2022-10-04,AAPL,143.55596923828125
2022-10-05,AAPL,143.8507080078125
2022-10-06,AAPL,142.8976287841797
2022-10-07,AAPL,137.65060424804688
2022-10-10,AAPL,137.97486877441406
2022-10-11,AAPL,136.55996704101562
